,id,construidos_m,utiles_m,habitaciones,baños,terraza,balcon,estado,orientacion,garaje,año_construido,calefaccion,planta,ascensor,aire_acondicionado,zonas_verdes_o_jardin,ciudad,zona,etiqueta_energetica,precio,precio_anterior,titulo_anuncio
230,230,91.0,90.0,3.0,2.0,NO,NO,Buen estado,no_definido,NO,1990.0,NO,1,NO,NO,NO,Igualada,Ponent,f,130000,130000,Piso en venta en calle de Prats del Rei
231,231,161.0,112.65346534653466,4.0,1.0,NO,NO,Por reformar,no_definido,NO,1981.0,NO,1,SI,NO,NO,Igualada,Igualada,NO,160000,160000,Piso en venta en Centre
232,232,87.0,82.0,4.0,2.0,NO,SI,Buen estado,norte,NO,1984.2057416267942,SI,2,SI,NO,NO,Igualada,Centre,NO,180000,180000,Piso en venta en calle de les DelÃ­cies
233,233,110.0,87.0,3.0,2.0,NO,NO,Buen estado,no_definido,NO,1984.2057416267942,NO,2,NO,NO,NO,Igualada,Igualada,e,121000,121000,Piso en venta en Pla de Sant Magi
234,234,112.0,112.0,3.0,2.0,NO,NO,Buen estado,no_definido,NO,1984.2057416267942,NO,2,NO,NO,NO,Igualada,Igualada,e,120000,120000,"Piso en venta en Urb. C/ Nou, Centre"
235,235,98.0,98.0,4.0,1.0,SI,NO,Buen estado,no_definido,NO,1984.2057416267942,NO,2,NO,NO,NO,Igualada,Igualada,f,99900,99900,Piso en venta en Centre
236,236,300.0,300.0,5.0,4.0,SI,NO,Buen estado,no_definido,SI,1984.2057416267942,SI,2,NO,NO,NO,Igualada,Llevant,e,280000,280000,Casa o chalet en venta en calle de Jaume Boloix i Canela
237,237,310.0,309.0,5.0,3.0,SI,NO,Buen estado,este,SI,1984.2057416267942,SI,2,NO,NO,NO,Igualada,Igualada,NO,513000,513000,Casa o chalet independiente en venta en Pla de Sant Magi
238,238,370.0,370.0,5.0,4.0,NO,NO,Buen estado,no_definido,SI,1984.2057416267942,SI,2,NO,NO,JardÃ­n,Igualada,Sesoliveres la Massa,NO,525000,525000,Casa o chalet en venta en calle Nueva Esperanza
239,239,101.0,87.0,4.0,2.0,NO,SI,Buen estado,sur,NO,1984.2057416267942,SI,2,SI,NO,NO,Igualada,Pla de Sant Magi,e,187000,187000,"Piso en venta en avenida de Barcelona, 21"
240,240,100.0,100.0,3.0,2.0,SI,NO,Buen estado,este,SI,1984.2057416267942,NO,1,SI,NO,Zonas verdes,Igualada,Llevant,NO,140000,140000,"Piso en venta en calle del Doctor Pujades, 76"
241,241,136.2871287128713,112.65346534653466,12.0,7.0,NO,NO,Por reformar,no_definido,NO,1984.2057416267942,NO,2,NO,NO,NO,Igualada,Igualada,NO,399000,399000,Casa o chalet independiente en venta en Centre
242,242,110.0,90.0,3.0,2.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,1,SI,NO,NO,Igualada,Igualada,b,262000,262000,Piso en venta en Pla de Sant Magi
243,243,110.0,90.0,3.0,2.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,2,SI,NO,NO,Igualada,Igualada,b,249000,249000,Piso en venta en Pla de Sant Magi
244,244,110.0,90.0,3.0,2.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,1,SI,NO,NO,Igualada,Igualada,b,256000,256000,Piso en venta en Pla de Sant Magi
245,245,81.0,67.0,2.0,1.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,1,SI,NO,NO,Igualada,Igualada,b,180000,180000,Piso en venta en Pla de Sant Magi
246,246,161.0,128.0,4.0,3.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,3,SI,NO,NO,Igualada,Igualada,b,325000,325000,DÃºplex en venta en Pla de Sant Magi
247,247,116.0,93.0,3.0,2.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,3,SI,NO,NO,Igualada,Igualada,b,265000,265000,DÃºplex en venta en Pla de Sant Magi
248,248,161.0,128.0,4.0,3.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,3,SI,NO,NO,Igualada,Igualada,b,325000,325000,DÃºplex en venta en Pla de Sant Magi
249,249,110.0,90.0,3.0,2.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,2,SI,NO,NO,Igualada,Igualada,b,249000,249000,Piso en venta en Pla de Sant Magi
250,250,110.0,90.0,3.0,2.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,2,SI,NO,NO,Igualada,Igualada,b,251000,251000,Piso en venta en Pla de Sant Magi
251,251,114.0,91.0,3.0,2.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,3,SI,NO,NO,Igualada,Igualada,b,265000,265000,DÃºplex en venta en Pla de Sant Magi
252,252,161.0,128.0,4.0,3.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,3,SI,NO,NO,Igualada,Igualada,b,328000,328000,DÃºplex en venta en Pla de Sant Magi
253,253,110.0,90.0,3.0,2.0,SI,NO,Buen estado,no_definido,NO,1984.2057416267942,NO,1,SI,NO,NO,Igualada,Igualada,b,262000,262000,Piso en venta en Pla de Sant Magi
254,254,110.0,90.0,3.0,2.0,SI,NO,Buen estado,no_definido,NO,1984.2057416267942,NO,1,SI,NO,NO,Igualada,Igualada,b,259000,259000,Piso en venta en Pla de Sant Magi
255,255,161.0,128.0,4.0,3.0,SI,NO,Buen estado,no_definido,NO,2023.0,NO,3,SI,NO,NO,Igualada,Igualada,b,328000,328000,DÃºplex en venta en Pla de Sant Magi
256,256,88.0,77.0,4.0,2.0,NO,NO,Buen estado,no_definido,NO,1984.2057416267942,NO,2,NO,NO,NO,Igualada,Ponent,e,120000,120000,"Piso en venta en calle de Masquefa, 27 -19"
257,257,88.0,70.0,3.0,1.0,SI,NO,Buen estado,no_definido,NO,1968.0,NO,2,NO,NO,NO,Igualada,Llevant,NO,71600,71600,"Piso en venta en calle de Josep GaltÃ©s, 26"
258,258,112.0,70.0,3.0,1.0,SI,NO,Buen estado,no_definido,SI,1984.2057416267942,SI,1,SI,NO,Zonas verdes,Igualada,Pla de Sant Magi,NO,275000,275000,Piso en venta en avenida d Andorra
259,259,303.0,257.0,3.4526315789473685,1.0,SI,NO,Por reformar,sur,SI,1950.0,NO,2,NO,NO,NO,Igualada,Llevant,NO,210000,210000,Casa o chalet en venta en calle del Carrilet
